Time_Frame,TM_Srvc_Type,Time_Frame_Yr,Time_Frame_Mth,Bene_Geo_Desc,Bene_Mdcd_Mdcr_Enrl_Stus,Bene_Race_Desc,Bene_Sex_Desc,Bene_Mdcr_Entlmt_Stus,Bene_Age_Desc,Bene_RUCA_Desc,TM_Bene_Cnt,Tot_Bene_Cnt,TM_Bene_Pct
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Washington,All,All,All,Disabled,All,All,20604,60223,34.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Washington,All,All,All,ESRD,All,All,1741,7228,24.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Washington,All,All,Female,All,All,All,72953,298445,24.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Washington,All,All,Male,All,All,All,47256,222975,21.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Washington,All,American Indian / Alaska Native,All,All,All,All,1234,4813,25.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Washington,All,Asian,All,All,All,All,4905,23332,21.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Washington,All,Black/African American,All,All,All,All,4189,14012,29.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Washington,All,Hispanic,All,All,All,All,4893,17971,27.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Washington,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Washington,All,White,All,All,All,All,101388,445677,22.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Washington,Medicare & Medicaid,All,All,All,All,All,28961,98181,29.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Washington,Medicare Only,All,All,All,All,All,91248,423239,21.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,All,All,All,Aged,All,All,22279,155463,14.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,All,All,All,All,65-74,All,12487,83189,15.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,All,All,All,All,75-84,All,7126,53060,13.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,All,All,All,All,85 and over,All,2979,20776,14.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,All,All,All,All,All,All,31922,192631,16.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,All,All,All,All,All,Rural,9192,64527,14.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,All,All,All,All,All,Urban,22667,127707,17.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,All,All,All,All,Less than 65,All,9330,35606,26.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,All,All,All,Disabled,All,All,9092,34561,26.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,All,All,All,ESRD,All,All,551,2607,21.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,All,All,Female,All,All,All,19454,109812,17.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,All,All,Male,All,All,All,12468,82819,15.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,All,American Indian / Alaska Native,All,All,All,All,16,59,27.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,All,Asian,All,All,All,All,70,468,15.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,All,Black/African American,All,All,All,All,976,5191,18.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,All,Hispanic,All,All,All,All,172,870,19.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,All,White,All,All,All,All,30367,184117,16.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,Medicare & Medicaid,All,All,All,All,All,10792,45271,23.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,West Virginia,Medicare Only,All,All,All,All,All,21130,147360,14.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,All,All,All,Aged,All,All,54866,408726,13.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,All,All,All,All,65-74,All,28351,201525,14.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,All,All,All,All,75-84,All,17537,143319,12.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,All,All,All,All,85 and over,All,9656,67828,14.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,All,All,All,All,All,All,75244,478004,15.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,All,All,All,All,All,Rural,20797,159605,13.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,All,All,All,All,All,Urban,54441,318342,17.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,All,All,All,All,Less than 65,All,19700,65332,30.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,All,All,All,Disabled,All,All,19174,62635,30.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,All,All,All,ESRD,All,All,1204,6643,18.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,All,All,Female,All,All,All,46501,273091,17.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,All,All,Male,All,All,All,28743,204913,14.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,All,American Indian / Alaska Native,All,All,All,All,603,2818,21.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,All,Asian,All,All,All,All,573,3621,15.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,All,Black/African American,All,All,All,All,5805,23829,24.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,All,Hispanic,All,All,All,All,2167,9857,22.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,All,White,All,All,All,All,64123,425014,15.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,Medicare & Medicaid,All,All,All,All,All,25745,95243,27.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wisconsin,Medicare Only,All,All,All,All,All,49499,382761,12.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,All,All,All,Aged,All,All,3276,35103,9.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,All,All,All,All,65-74,All,1785,18070,9.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,All,All,All,All,75-84,All,1011,12259,8.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,All,All,All,All,85 and over,All,542,5013,10.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,All,All,All,All,All,All,4553,40309,11.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,All,All,All,All,All,Rural,2850,26576,10.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,All,All,All,All,All,Urban,1660,13283,12.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,All,All,All,All,Less than 65,All,1215,4967,24.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,All,All,All,Disabled,All,All,1180,4778,24.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,All,All,All,ESRD,All,All,97,428,22.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,All,All,Female,All,All,All,2788,22930,12.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,All,All,Male,All,All,All,1765,17379,10.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,All,American Indian / Alaska Native,All,All,All,All,148,544,27.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,All,Asian,All,All,All,All,18,142,12.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,All,Black/African American,All,All,All,All,40,220,18.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,All,Hispanic,All,All,All,All,215,1647,13.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,All,White,All,All,All,All,4036,36848,11.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,Medicare & Medicaid,All,All,All,All,All,1510,6093,24.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,07,Wyoming,Medicare Only,All,All,All,All,All,3043,34216,8.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,All,All,All,Aged,All,All,55388,383635,14.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,All,All,All,All,65-74,All,30736,208838,14.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,All,All,All,All,75-84,All,18393,132689,13.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,All,All,All,All,85 and over,All,6988,47067,14.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,All,All,All,All,All,All,77246,488219,15.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,All,All,All,All,All,Rural,18281,133508,13.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,All,All,All,All,All,Urban,58756,353109,16.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,All,All,All,All,Less than 65,All,21129,99625,21.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,All,All,All,Disabled,All,All,20390,94956,21.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,All,All,All,ESRD,All,All,1468,9628,15.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,All,All,Female,All,All,All,49167,285980,17.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,All,All,Male,All,All,All,28079,202239,13.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,All,American Indian / Alaska Native,All,All,All,All,140,454,30.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,All,Asian,All,All,All,All,263,1900,13.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,All,Black/African American,All,All,All,All,19669,112830,17.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,All,Hispanic,All,All,All,All,562,3510,16.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,All,White,All,All,All,All,55893,364715,15.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,Medicare & Medicaid,All,All,All,All,All,22419,121039,18.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alabama,Medicare Only,All,All,All,All,All,54827,367180,14.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,All,All,All,Aged,All,All,6301,26992,23.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,All,All,All,All,65-74,All,3805,15788,24.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,All,All,All,All,75-84,All,1914,8739,21.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,All,All,All,All,85 and over,All,620,2757,22.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,All,All,All,All,All,All,8193,31929,25.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,All,All,All,All,All,Rural,3407,14694,23.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,All,All,All,All,All,Urban,4525,16106,28.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,All,All,All,All,Less than 65,All,1854,4645,39.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,All,All,All,Disabled,All,All,1796,4346,41.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,All,All,All,ESRD,All,All,96,591,16.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,All,All,Female,All,All,All,4921,17885,27.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,All,All,Male,All,All,All,3272,14044,23.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,All,American Indian / Alaska Native,All,All,All,All,1212,4393,27.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,All,Asian,All,All,All,All,284,1179,24.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,All,Black/African American,All,All,All,All,305,900,33.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,All,Hispanic,All,All,All,All,221,816,27.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,All,White,All,All,All,All,5925,23638,25.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,Medicare & Medicaid,All,All,All,All,All,2928,8510,34.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Alaska,Medicare Only,All,All,All,All,All,5265,23419,22.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,All,All,All,Aged,All,All,134941,514271,26.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,All,All,All,All,65-74,All,72359,262826,27.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,All,All,All,All,75-84,All,47533,187627,25.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,All,All,All,All,85 and over,All,17221,69057,24.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,All,All,All,All,All,All,166355,589772,28.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,All,All,All,All,All,Rural,16750,70125,23.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,All,All,All,All,All,Urban,149437,518707,28.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,All,All,All,All,Less than 65,All,29242,70262,41.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,All,All,All,Disabled,All,All,27525,66296,41.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,All,All,All,ESRD,All,All,3889,9205,42.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,All,All,Female,All,All,All,100114,335693,29.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,All,All,Male,All,All,All,66241,254079,26.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,All,American Indian / Alaska Native,All,All,All,All,4594,12892,35.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,All,Asian,All,All,All,All,2482,8752,28.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,All,Black/African American,All,All,All,All,7559,19951,37.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,All,Hispanic,All,All,All,All,23960,74512,32.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,All,White,All,All,All,All,124353,460935,27.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,Medicare & Medicaid,All,All,All,All,All,43427,120828,35.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arizona,Medicare Only,All,All,All,All,All,122928,468944,26.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,All,All,All,Aged,All,All,29935,219269,13.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,All,All,All,All,65-74,All,15551,113467,13.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,All,All,All,All,75-84,All,10414,78649,13.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,All,All,All,All,85 and over,All,4354,29546,14.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,All,All,All,All,All,All,43859,280764,15.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,All,All,All,All,All,Rural,17197,123924,13.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,All,All,All,All,All,Urban,26434,155340,17.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,All,All,All,All,Less than 65,All,13540,59102,22.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,All,All,All,Disabled,All,All,13139,56769,23.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,All,All,All,ESRD,All,All,785,4726,16.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,All,All,Female,All,All,All,27634,164147,16.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,All,All,Male,All,All,All,16225,116617,13.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,All,American Indian / Alaska Native,All,All,All,All,228,1124,20.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,All,Asian,All,All,All,All,175,1330,13.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,All,Black/African American,All,All,All,All,6425,36531,17.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,All,Hispanic,All,All,All,All,645,3872,16.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,All,White,All,All,All,All,35920,235097,15.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,Medicare & Medicaid,All,All,All,All,All,15501,75340,20.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Arkansas,Medicare Only,All,All,All,All,All,28358,205424,13.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,All,All,All,Aged,All,All,802038,2114791,37.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,All,All,All,All,65-74,All,412029,1051924,39.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,All,All,All,All,75-84,All,276612,751430,36.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,All,All,All,All,85 and over,All,124107,345801,35.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,All,All,All,All,All,All,935777,2405812,38.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,All,All,All,All,All,Rural,58407,173547,33.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,All,All,All,All,All,Urban,877081,2231559,39.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,All,All,All,All,Less than 65,All,123029,256657,47.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,All,All,All,Disabled,All,All,116215,235025,49.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,All,All,All,ESRD,All,All,17524,55996,31.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,All,All,Female,All,All,All,558343,1377026,40.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,All,All,Male,All,All,All,377434,1028786,36.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,All,American Indian / Alaska Native,All,All,All,All,3052,7605,40.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,All,Asian,All,All,All,All,101548,268610,37.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,All,Black/African American,All,All,All,All,67435,148196,45.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,All,Hispanic,All,All,All,All,200508,495571,40.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,All,White,All,All,All,All,533004,1407590,37.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,Medicare & Medicaid,All,All,All,All,All,299315,710061,42.2% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,California,Medicare Only,All,All,All,All,All,636462,1695751,37.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,All,All,All,Aged,All,All,55156,314269,17.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,All,All,All,All,65-74,All,30409,164901,18.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,All,All,All,All,75-84,All,17237,106995,16.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,All,All,All,All,85 and over,All,7933,44936,17.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,All,All,All,All,All,All,69311,356500,19.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,All,All,All,All,All,Rural,8167,56858,14.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,All,All,All,All,All,Urban,61126,299507,20.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,All,All,All,All,Less than 65,All,13732,39668,34.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,All,All,All,Disabled,All,All,13383,37829,35.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,All,All,All,ESRD,All,All,772,4402,17.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,All,All,Female,All,All,All,42804,205180,20.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,All,All,Male,All,All,All,26507,151320,17.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,All,American Indian / Alaska Native,All,All,All,All,240,959,25.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,All,Asian,All,All,All,All,1047,5472,19.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,All,Black/African American,All,All,All,All,3016,11252,26.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,All,Hispanic,All,All,All,All,7849,34350,22.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,All,White,All,All,All,All,55165,294258,18.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,Medicare & Medicaid,All,All,All,All,All,19723,64379,30.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Colorado,Medicare Only,All,All,All,All,All,49588,292121,17.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,All,All,All,Aged,All,All,49363,267016,18.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,All,All,All,All,65-74,All,26211,124753,21.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,All,All,All,All,75-84,All,16086,95666,16.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,All,All,All,All,85 and over,All,7438,49129,15.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,All,All,All,All,All,All,66841,308416,21.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,All,All,All,All,All,Rural,2402,12299,19.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,All,All,All,All,All,Unknown,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,All,All,All,All,All,Urban,64434,296068,21.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,All,All,All,All,Less than 65,All,17106,38868,44.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,All,All,All,Disabled,All,All,16763,37262,45.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,All,All,All,ESRD,All,All,715,4138,17.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,All,All,Female,All,All,All,41295,179340,23.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,All,All,Male,All,All,All,25546,129076,19.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,All,American Indian / Alaska Native,All,All,All,All,70,225,31.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,All,Asian,All,All,All,All,982,4793,20.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,All,Black/African American,All,All,All,All,5940,23031,25.8% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,All,Hispanic,All,All,All,All,6798,22465,30.3% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,All,Other/Unknown,All,All,All,All,,,
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,All,White,All,All,All,All,50729,246986,20.5% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,Medicare & Medicaid,All,All,All,All,All,30655,103184,29.7% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Connecticut,Medicare Only,All,All,All,All,All,36186,205232,17.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Delaware,All,All,All,Aged,All,All,21168,86066,24.6% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Delaware,All,All,All,All,65-74,All,12116,45089,26.9% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Delaware,All,All,All,All,75-84,All,7031,30442,23.1% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Delaware,All,All,All,All,85 and over,All,2232,11508,19.4% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Delaware,All,All,All,All,All,All,26948,99879,27.0% 
Pandemic (March 2020-February 2021),All Telemedicine,2020,08,Delaware,All,All,All,All,All,Rural,6835,29897,22.9% 
